customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4047-['U' 'H' 'B' 'R' 'K'],Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,87.61,1567.41,Yes
9490-['J' 'H' 'O' 'H' 'S'],Male,0,No,Yes,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,57.34,2577.75,No
3995-['C' 'U' 'L' 'P' 'V'],Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.22,38.50,No
2627-['P' 'I' 'V' 'S' 'A'],Male,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),43.75,58.05,Yes
2553-['Z' 'F' 'F' 'L' 'C'],Male,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,86.8,2342.05,No
7477-['R' 'P' 'X' 'M' 'A'],Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.7,1050.02,No
2087-['N' 'Q' 'Y' 'M' 'M'],Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.04,1652.99,Yes
7472-['F' 'F' 'Y' 'E' 'Y'],Female,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.56,298.29,Yes
2667-['B' 'B' 'Q' 'J' 'N'],Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,1129.89,No
6776-['V' 'K' 'G' 'I' 'N'],Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.46,73.89,Yes
2827-['N' 'T' 'X' 'T' 'Q'],Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.7,3558.04,Yes
5511-['Y' 'S' 'Q' 'Y' 'N'],Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,55.35,3877.43,No
5958-['M' 'Z' 'N' 'Z' 'P'],Female,0,No,No,32,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,78.61,2556.19,Yes
9532-['O' 'Y' 'S' 'V' 'K'],Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.73,148.36,Yes
6450-['W' 'E' 'H' 'Z' 'F'],Female,0,Yes,No,67,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.34,3439.34,No
7303-['P' 'L' 'F' 'M' 'G'],Male,1,Yes,No,36,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),45.66,1642.79,No
9679-['L' 'B' 'W' 'I' 'M'],Female,0,No,No,69,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),81.97,5652.42,No
5396-['P' 'A' 'G' 'M' 'N'],Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),63.3,3716.54,No
9669-['P' 'O' 'Q' 'B' 'Z'],Female,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,42.35,1166.62,No
8768-['L' 'C' 'I' 'F' 'Z'],Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.71,3197.06,Yes
6093-['G' 'Z' 'H' 'C' 'X'],Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.14,116.11,No
6445-['K' 'C' 'P' 'F' 'K'],Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.22,2275.65,Yes
9359-['W' 'J' 'J' 'W' 'C'],Male,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.07,917.32,No
8513-['N' 'S' 'U' 'U' 'I'],Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),62.26,2811.51,No
8528-['Z' 'U' 'L' 'N' 'E'],Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,814.44,No
9300-['M' 'X' 'F' 'N' 'K'],Male,0,No,No,62,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),42.82,2633.09,No
6804-['L' 'P' 'F' 'I' 'Q'],Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.24,261.96,Yes
4645-['T' 'P' 'Z' 'Z' 'L'],Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.6,171.49,Yes
7609-['I' 'C' 'J' 'K' 'B'],Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,38.45,162.12,Yes
8303-['T' 'K' 'R' 'T' 'G'],Female,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.74,5289.08,No
8710-['N' 'G' 'A' 'L' 'A'],Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.49,96.49,Yes
9162-['B' 'C' 'D' 'N' 'W'],Female,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,68.31,472.39,Yes
8537-['W' 'E' 'O' 'P' 'H'],Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58.4,532.18,Yes
7167-['U' 'Z' 'H' 'Y' 'G'],Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.49,960.80,No
8030-['S' 'V' 'V' 'Y' 'A'],Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,65.93,1654.22,Yes
3220-['G' 'A' 'J' 'M' 'D'],Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.45,542.20,Yes
6084-['G' 'F' 'F' 'U' 'K'],Male,0,No,Yes,30,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),48.01,1441.21,No
9934-['I' 'W' 'F' 'S' 'N'],Male,0,No,Yes,56,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.43,3726.13,No
9601-['P' 'I' 'W' 'O' 'S'],Male,0,No,Yes,64,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,42.38,2739.60,No
6609-['P' 'Y' 'C' 'S' 'M'],Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.31,270.65,Yes
2197-['G' 'B' 'Z' 'N' 'W'],Female,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,93.04,5474.82,Yes
9086-['Q' 'M' 'Z' 'B' 'E'],Female,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.03, ,Yes
3973-['D' 'C' 'Z' 'N' 'K'],Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),84.03,5027.32,Yes
8719-['W' 'I' 'P' 'C' 'J'],Female,1,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,82.84,4417.51,No
6999-['I' 'L' 'A' 'P' 'H'],Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.95,617.15,No
5077-['N' 'J' 'A' 'F' 'I'],Male,0,No,No,4,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.46,178.39,Yes
6578-['U' 'K' 'N' 'G' 'Z'],Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),73.54,4620.16,No
9595-['T' 'W' 'E' 'A' 'K'],Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.95,137.42,Yes
3606-['J' 'O' 'M' 'O' 'B'],Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.76,5848.65,No
8640-['W' 'D' 'L' 'O' 'M'],Male,0,No,No,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,48.63,3049.99,No
8105-['T' 'P' 'N' 'U' 'B'],Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.08,1596.36,No
8951-['D' 'K' 'M' 'F' 'Q'],Male,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,80.43,5007.51,Yes
1148-['R' 'K' 'N' 'B' 'T'],Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.89,71.89,Yes
3113-['D' 'M' 'F' 'G' 'V'],Female,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,98.04,6955.72,No
9418-['D' 'U' 'T' 'C' 'A'],Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),48.26,3270.14,No
9461-['V' 'P' 'D' 'Q' 'J'],Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,91.13,3279.04,Yes
6148-['G' 'M' 'Y' 'M' 'V'],Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,49.03,2891.18,No
9333-['F' 'P' 'I' 'T' 'P'],Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.23,1418.35,No
1765-['L' 'P' 'E' 'X' 'K'],Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.93,1445.70,No
3496-['J' 'K' 'O' 'Z' 'C'],Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.92,200.04,Yes
1542-['X' 'O' 'K' 'I' 'B'],Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.05,1918.80,Yes
8723-['T' 'P' 'X' 'P' 'U'],Female,0,No,Yes,65,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),55.35,3590.10,No
2199-['F' 'N' 'Y' 'Y' 'K'],Male,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.32,1460.63,No
7323-['Q' 'W' 'S' 'B' 'N'],Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),67.11,2554.86,No
4495-['Y' 'W' 'V' 'Z' 'F'],Male,1,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,420.11,No
2416-['E' 'E' 'R' 'V' 'N'],Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,86.46,6151.41,No
1907-['L' 'V' 'F' 'D' 'O'],Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.69,649.24,No
2934-['Y' 'Q' 'C' 'J' 'Y'],Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,82.3,5188.07,Yes
6565-['U' 'V' 'H' 'I' 'X'],Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.43,1757.37,Yes
2794-['Z' 'A' 'K' 'M' 'L'],Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),73.75,1104.38,Yes
4676-['U' 'G' 'B' 'A' 'T'],Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,80.06,4076.14,Yes
6826-['D' 'Q' 'R' 'Q' 'S'],Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1616.83,No
8299-['Q' 'V' 'B' 'J' 'L'],Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),69.39,4926.29,No
6351-['T' 'E' 'Y' 'B' 'L'],Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.67,117.56,No
7241-['F' 'V' 'S' 'L' 'Y'],Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.77,1337.04,No
2488-['L' 'C' 'X' 'H' 'P'],Female,1,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.66,1088.28,No
1227-['X' 'Z' 'M' 'H' 'A'],Male,1,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.42,50.51,No
5928-['O' 'R' 'T' 'C' 'O'],Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.71,1481.27,No
1698-['V' 'E' 'U' 'J' 'G'],Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,77.84,1336.34,Yes
7038-['Y' 'H' 'C' 'R' 'Q'],Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.76,1296.44,No
6278-['P' 'Z' 'V' 'M' 'D'],Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.33,323.13,Yes
5770-['K' 'B' 'R' 'D' 'Q'],Male,0,No,No,58,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),80.47,4671.16,Yes
7085-['J' 'K' 'E' 'Z' 'Y'],Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.03,1164.89,Yes
3505-['I' 'P' 'J' 'J' 'D'],Male,0,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,47.56,443.77,Yes
2108-['X' 'N' 'H' 'A' 'P'],Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.44,74.44,Yes
3096-['J' 'F' 'G' 'R' 'B'],Male,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),77.37,2626.99,No
2076-['I' 'E' 'H' 'X' 'E'],Male,1,Yes,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),55.95,1341.04,Yes
5974-['H' 'E' 'E' 'T' 'Q'],Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.7,53.70,Yes
1328-['B' 'A' 'V' 'U' 'K'],Female,0,No,No,8,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.2,461.43,Yes
9768-['G' 'W' 'S' 'X' 'O'],Male,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.89,1936.13,Yes
3821-['T' 'Z' 'Z' 'J' 'L'],Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),87.12,5643.47,No
3380-['O' 'S' 'Q' 'M' 'B'],Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.92,3720.76,Yes
4249-['K' 'E' 'D' 'B' 'P'],Male,0,Yes,Yes,37,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),52.8,1973.33,No
9664-['G' 'H' 'H' 'B' 'O'],Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.14,526.25,No
5356-['S' 'J' 'I' 'Y' 'V'],Male,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.29,1703.90,No
2436-['T' 'H' 'E' 'S' 'M'],Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,72.22,5061.28,No
9698-['N' 'H' 'P' 'V' 'E'],Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),83.76,508.42,Yes
1566-['S' 'Q' 'X' 'W' 'U'],Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.35,819.21,No
5571-['J' 'E' 'V' 'G' 'P'],Male,1,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,55.24,3648.22,No
6500-['C' 'L' 'N' 'T' 'A'],Female,0,No,Yes,66,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,68.13,4500.47,No
8057-['W' 'V' 'D' 'P' 'K'],Male,0,No,No,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3383.14,No
6713-['W' 'P' 'G' 'U' 'Y'],Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.27,637.20,No
9354-['Y' 'E' 'R' 'Y' 'Q'],Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,71.83,1778.62,Yes
5768-['P' 'O' 'M' 'G' 'C'],Male,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),52.39,3402.35,No
2047-['W' 'M' 'P' 'W' 'A'],Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.14,132.50,No
1671-['A' 'P' 'B' 'R' 'U'],Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.6,2244.79,Yes
2087-['Y' 'W' 'R' 'E' 'E'],Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71.76,3092.64,No
8559-['I' 'X' 'N' 'M' 'R'],Male,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,50.13,3324.72,Yes
8281-['V' 'T' 'O' 'G' 'M'],Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,414.44,No
2028-['A' 'S' 'T' 'S' 'V'],Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.44,1238.11,No
4429-['J' 'K' 'W' 'Y' 'P'],Female,1,Yes,No,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,50.13,595.57,Yes
1569-['Y' 'W' 'A' 'S' 'E'],Female,0,No,No,66,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.86,4273.67,Yes
1027-['F' 'F' 'E' 'F' 'Y'],Male,0,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.97,1217.04,No
2996-['A' 'A' 'Y' 'N' 'H'],Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,78.14,5144.18,No
9872-['W' 'J' 'F' 'I' 'R'],Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,19.00,No
7275-['B' 'F' 'Q' 'G' 'W'],Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),83.38,2833.24,No
1278-['T' 'O' 'X' 'U' 'B'],Female,1,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.63,219.40,Yes
4147-['J' 'Y' 'Z' 'Q' 'R'],Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.19,1181.39,No
8279-['J' 'H' 'U' 'Y' 'V'],Male,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),60.98,900.32,No
7796-['P' 'H' 'L' 'Q' 'P'],Female,0,No,Yes,64,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,83.87,5372.22,No
4592-['Y' 'S' 'Q' 'X' 'H'],Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.37,24.26,No
7719-['F' 'Y' 'J' 'I' 'D'],Female,1,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,56.05,2056.58,No
5597-['F' 'Z' 'R' 'D' 'L'],Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.44,240.32,Yes
8208-['O' 'W' 'I' 'F' 'K'],Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),70.22,2957.08,No
7136-['N' 'P' 'O' 'T' 'I'],Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,87.75,4126.04,Yes
3302-['S' 'L' 'K' 'H' 'C'],Female,1,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),76.25,2360.05,Yes
9498-['C' 'Y' 'Z' 'C' 'F'],Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.24,694.60,Yes
2427-['N' 'B' 'L' 'P' 'C'],Male,1,Yes,No,0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,63.67, ,Yes
9820-['P' 'J' 'T' 'E' 'M'],Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,1063.76,No
6690-['A' 'T' 'K' 'Z' 'S'],Male,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.82,4481.97,No
9047-['G' 'J' 'Y' 'P' 'Q'],Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.67,4936.92,Yes
5582-['K' 'Q' 'E' 'A' 'C'],Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.25,6618.79,Yes
1623-['X' 'O' 'D' 'L' 'A'],Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),74.79,5215.12,Yes
1496-['X' 'O' 'X' 'T' 'T'],Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.19,649.08,No
2801-['K' 'R' 'B' 'F' 'P'],Male,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,83.97,4769.63,No
3071-['G' 'W' 'S' 'L' 'R'],Female,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,43.0,1026.66,No
8145-['G' 'D' 'Q' 'Q' 'D'],Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.44,1692.70,No
9372-['E' 'A' 'S' 'V' 'Z'],Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.75,924.64,No
3486-['K' 'A' 'H' 'D' 'Y'],Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,79.38,4920.82,Yes
8214-['Q' 'R' 'C' 'R' 'Z'],Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),88.4, ,Yes
5497-['T' 'H' 'K' 'C' 'Y'],Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.04,3420.46,Yes
6254-['O' 'J' 'L' 'L' 'S'],Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),80.98,4921.82,No
